"age","sex","category","population"
26,"Naiset","v2024",49
27,"Naiset","v1990",100
27,"Naiset","v2010",85
27,"Naiset","v2024",55
28,"Naiset","v1990",94
28,"Naiset","v2010",101
28,"Naiset","v2024",56
29,"Naiset","v1990",105
29,"Naiset","v2010",93
29,"Naiset","v2024",69
30,"Naiset","v1990",104
30,"Naiset","v2010",100
30,"Naiset","v2024",85
31,"Naiset","v1990",89
31,"Naiset","v2010",107
31,"Naiset","v2024",62
32,"Naiset","v1990",114
32,"Naiset","v2010",117
32,"Naiset","v2024",86
33,"Naiset","v1990",131
33,"Naiset","v2010",104
33,"Naiset","v2024",96
34,"Naiset","v1990",126
34,"Naiset","v2010",122
34,"Naiset","v2024",96
35,"Naiset","v1990",114
35,"Naiset","v2010",118
35,"Naiset","v2024",85
36,"Naiset","v1990",127
36,"Naiset","v2010",129
36,"Naiset","v2024",86
37,"Naiset","v1990",117
37,"Naiset","v2010",97
37,"Naiset","v2024",90
38,"Naiset","v1990",134
38,"Naiset","v2010",107
38,"Naiset","v2024",111
39,"Naiset","v1990",119
39,"Naiset","v2010",88
39,"Naiset","v2024",107
40,"Naiset","v1990",143
40,"Naiset","v2010",117
40,"Naiset","v2024",107
41,"Naiset","v1990",139
41,"Naiset","v2010",119
41,"Naiset","v2024",114
42,"Naiset","v1990",157
42,"Naiset","v2010",122
42,"Naiset","v2024",108
43,"Naiset","v1990",119
43,"Naiset","v2010",112
43,"Naiset","v2024",106
44,"Naiset","v1990",117
44,"Naiset","v2010",123
44,"Naiset","v2024",122
45,"Naiset","v1990",109
45,"Naiset","v2010",111
45,"Naiset","v2024",114
46,"Naiset","v1990",87
46,"Naiset","v2010",113
46,"Naiset","v2024",119
47,"Naiset","v1990",83
47,"Naiset","v2010",118
47,"Naiset","v2024",120
48,"Naiset","v1990",73
48,"Naiset","v2010",99
48,"Naiset","v2024",122
49,"Naiset","v1990",105
49,"Naiset","v2010",94
49,"Naiset","v2024",109
50,"Naiset","v1990",89
50,"Naiset","v2010",105
50,"Naiset","v2024",131
51,"Naiset","v1990",83
51,"Naiset","v2010",106
51,"Naiset","v2024",91
52,"Naiset","v1990",78
52,"Naiset","v2010",110
52,"Naiset","v2024",94
53,"Naiset","v1990",75
53,"Naiset","v2010",121
53,"Naiset","v2024",93
54,"Naiset","v1990",73
54,"Naiset","v2010",135
54,"Naiset","v2024",111
55,"Naiset","v1990",81
55,"Naiset","v2010",115
55,"Naiset","v2024",115
56,"Naiset","v1990",74
56,"Naiset","v2010",123
56,"Naiset","v2024",124
57,"Naiset","v1990",69
57,"Naiset","v2010",112
57,"Naiset","v2024",107
58,"Naiset","v1990",93
58,"Naiset","v2010",119
58,"Naiset","v2024",126
59,"Naiset","v1990",96
59,"Naiset","v2010",119
59,"Naiset","v2024",104
60,"Naiset","v1990",91
60,"Naiset","v2010",135
60,"Naiset","v2024",120
61,"Naiset","v1990",99
61,"Naiset","v2010",127
61,"Naiset","v2024",107
62,"Naiset","v1990",106
62,"Naiset","v2010",149
62,"Naiset","v2024",94
63,"Naiset","v1990",93
63,"Naiset","v2010",119
63,"Naiset","v2024",99
64,"Naiset","v1990",99
64,"Naiset","v2010",119
64,"Naiset","v2024",103
65,"Naiset","v1990",101
65,"Naiset","v2010",106
65,"Naiset","v2024",101
66,"Naiset","v1990",125
66,"Naiset","v2010",88
66,"Naiset","v2024",100
67,"Naiset","v1990",103
67,"Naiset","v2010",80
67,"Naiset","v2024",118
68,"Naiset","v1990",107
68,"Naiset","v2010",72
68,"Naiset","v2024",132
69,"Naiset","v1990",95
69,"Naiset","v2010",100
69,"Naiset","v2024",110
70,"Naiset","v1990",76
70,"Naiset","v2010",78
70,"Naiset","v2024",110
71,"Naiset","v1990",78
71,"Naiset","v2010",79
71,"Naiset","v2024",107
72,"Naiset","v1990",77
72,"Naiset","v2010",68
72,"Naiset","v2024",116
73,"Naiset","v1990",83
73,"Naiset","v2010",73
73,"Naiset","v2024",121
74,"Naiset","v1990",65
74,"Naiset","v2010",74
74,"Naiset","v2024",125
75,"Naiset","v1990",76
75,"Naiset","v2010",79
75,"Naiset","v2024",118
76,"Naiset","v1990",58
76,"Naiset","v2010",63
76,"Naiset","v2024",144
77,"Naiset","v1990",72
77,"Naiset","v2010",54
77,"Naiset","v2024",94
78,"Naiset","v1990",67
78,"Naiset","v2010",78
78,"Naiset","v2024",93
79,"Naiset","v1990",72
79,"Naiset","v2010",71
79,"Naiset","v2024",90
80,"Naiset","v1990",68
80,"Naiset","v2010",73
80,"Naiset","v2024",65
81,"Naiset","v1990",61
81,"Naiset","v2010",73
81,"Naiset","v2024",67
82,"Naiset","v1990",55
82,"Naiset","v2010",65
82,"Naiset","v2024",60
83,"Naiset","v1990",37
83,"Naiset","v2010",57
83,"Naiset","v2024",62
84,"Naiset","v1990",37
84,"Naiset","v2010",54
84,"Naiset","v2024",51
85,"Naiset","v1990",33
85,"Naiset","v2010",46
85,"Naiset","v2024",50
86,"Naiset","v1990",19
86,"Naiset","v2010",60
86,"Naiset","v2024",43
87,"Naiset","v1990",20
87,"Naiset","v2010",42
87,"Naiset","v2024",44
88,"Naiset","v1990",20
88,"Naiset","v2010",38
88,"Naiset","v2024",36
89,"Naiset","v1990",11
